"entity","year","sector_family","project_count","funded_project_count","family_aid_usd2021","family_aid_usd2021_unadjusted","loan_share","development_intent_share","cpi","extreme_poverty","gini","gdp_pc","log_gdp_pc","log_family_aid","strategic_family","entity_year"
"Trinidad and Tobago",2013,"Social",4,3,277691725.550497,277691725.550497,0.5,0.5,38,NA,NA,38620.574,10.5615404186375,19.442022159073,0,"Trinidad and Tobago__2013"
"Trinidad and Tobago",2015,"Social",2,2,1962220.94278488,1962220.94278488,0,1,39,NA,NA,39528.418,10.5847751352521,14.4895880333952,0,"Trinidad and Tobago__2015"
"Trinidad and Tobago",2018,"Social",3,2,11062646.619045,11062646.619045,0,1,41,NA,NA,34346.15,10.4442452098551,16.2190849123038,0,"Trinidad and Tobago__2018"
"Trinidad and Tobago",2019,"Social",4,1,191414.266667138,191414.266667138,0,1,NA,NA,NA,34349.13,10.4443319698188,12.1622005179713,0,"Trinidad and Tobago__2019"
"Trinidad and Tobago",2020,"Social",6,2,16523971.345682,16523971.345682,0,1,NA,NA,NA,31168.346,10.34715830751,16.6203227539124,0,"Trinidad and Tobago__2020"
"Trinidad and Tobago",2021,"Social",8,3,1954519.37984496,1954519.37984496,0,1,NA,NA,NA,30826.209,10.3361205486746,14.4856553913007,0,"Trinidad and Tobago__2021"
"Tunisia",2014,"Social",3,2,59303941.7359207,59303941.7359207,0,1,40,NA,NA,12752.9,9.45351397570391,17.8981863497159,0,"Tunisia__2014"
"Tunisia",2015,"Strategic",1,1,57404572.3150118,57404572.3150118,1,1,38,0.14006154,0.32815883,12731.791,9.4518573729358,17.8656345325935,1,"Tunisia__2015"
"Tunisia",2017,"Social",2,1,40926873.8460799,40926873.8460799,0,0.5,42,NA,NA,12881.717,9.46356429822711,17.5272974919273,0,"Tunisia__2017"
"Tunisia",2018,"Social",2,1,32956576.5433094,32956576.5433094,0,1,43,NA,NA,13090.62,9.47965122218259,17.3107014209427,0,"Tunisia__2018"
"Tunisia",2018,"Strategic",1,1,4957826.16721229,4957826.16721229,0,1,43,NA,NA,13090.62,9.47965122218259,15.4164781315934,1,"Tunisia__2018"
"Tunisia",2019,"Social",6,2,44599546.5067153,44599546.5067153,0,1,NA,NA,NA,13175.778,9.4861354228995,17.6132342713495,0,"Tunisia__2019"
"Tunisia",2019,"Strategic",1,1,26425503.9943743,26425503.9943743,1,1,NA,NA,NA,13175.778,9.4861354228995,17.0898402000157,1,"Tunisia__2019"
"Tunisia",2021,"Social",2,1,3600000,3600000,0,1,NA,0.27373365,0.33716425,12375.343,9.42346130422449,15.0964446812041,0,"Tunisia__2021"
"Turkey",2013,"Strategic",1,1,141004569.023729,141004569.023729,1,0,50,0.29810533,0.401785,23983.133,10.0851060705896,18.764302859333,1,"Turkey__2013"
"Turkey",2014,"Strategic",2,2,751348629.644496,751348629.644496,1,0,45,0.20468259,0.41236562,24830.574,10.119830995432,20.4373803239076,1,"Turkey__2014"
"Turkey",2015,"Strategic",3,3,769499467.037503,769499467.037503,1,0.666666666666667,42,0.21237287,0.42854458,25992.297,10.1655555038765,20.4612508199337,1,"Turkey__2015"
"Turkey",2016,"Social",5,2,153740746.988272,153740746.988272,0.4,1,41,0.20271698,0.41873705,26497.135,10.1847918929221,18.8507782871542,0,"Turkey__2016"
"Turkey",2016,"Strategic",2,2,642357652.547005,642357652.547005,1,1,41,0.20271698,0.41873705,26497.135,10.1847918929221,20.280655799288,1,"Turkey__2016"
"Turkey",2017,"Social",4,3,200946962.625837,200946962.625837,0.75,0.25,40,0.30056062,0.4353174,28117.953,10.2441635481113,19.1185515686475,0,"Turkey__2017"
"Turkey",2018,"Strategic",7,6,908862977.387211,908862977.387211,1,0.857142857142857,41,0.35439268,0.42441463,28575.762,10.2603141549741,20.6277049019316,1,"Turkey__2018"
"Turkey",2019,"Social",4,1,18875359.9959816,18875359.9959816,0.25,0.5,NA,0.45154127,0.4383382,28400.7,10.2541690717329,16.7533679785314,0,"Turkey__2019"
"Turkey",2019,"Strategic",12,12,3625674829.59465,3625674829.59465,1,0.0833333333333333,NA,0.45154127,0.4383382,28400.7,10.2541690717329,22.0113062680914,1,"Turkey__2019"
"Turkey",2020,"Strategic",3,3,88581129.1993693,88581129.1993693,1,0,NA,0.47089854,0.43045047,28649.55,10.2628930152132,18.2994294154586,1,"Turkey__2020"
"Turkey",2021,"Strategic",4,4,1480973137.11765,1480973137.11765,1,0,NA,0.44286466,0.44364843,31637.53,10.3620993530947,21.1159652344023,1,"Turkey__2021"
"Turkmenistan",2019,"Social",5,1,1617933.04165748,1617933.04165748,0,1,NA,NA,NA,15231.306,9.63110819401838,14.2966606104158,0,"Turkmenistan__2019"
"Uganda",2014,"Social",7,1,885676.18512679,885676.18512679,0,0.857142857142857,26,NA,NA,2470.504,7.81217745738994,13.6941078123226,0,"Uganda__2014"
"Uganda",2014,"Strategic",2,2,1408131557.52571,1408131557.52571,1,0,26,NA,NA,2470.504,7.81217745738994,21.0655295267703,1,"Uganda__2014"
"Uganda",2015,"Social",10,2,11526297.3961818,11526297.3961818,0,0.9,25,NA,NA,2520.02,7.83202211698191,16.2601417996061,0,"Uganda__2015"
"Uganda",2015,"Strategic",6,4,1237214908.96851,1237214908.96851,0.5,0.833333333333333,25,NA,NA,2520.02,7.83202211698191,20.9361286500835,1,"Uganda__2015"
"Uganda",2016,"Social",6,1,7084827.0501508,7084827.0501508,0,1,25,42.861576,0.42753503,2554.2278,7.84550522603707,15.7734661612501,0,"Uganda__2016"
"Uganda",2016,"Strategic",2,2,135883460.047765,135883460.047765,0.5,0.5,25,42.861576,0.42753503,2554.2278,7.84550522603707,18.7273081722876,1,"Uganda__2016"
"Uganda",2017,"Social",3,1,28720.3974820263,28720.3974820263,0,1,26,NA,NA,2543.8477,7.84143305631575,10.2653976808233,0,"Uganda__2017"
"Uganda",2018,"Social",12,6,43756572.478391,43756572.478391,0,1,26,NA,NA,2613.88,7.86859098647396,17.594152410416,0,"Uganda__2018"
"Uganda",2018,"Strategic",2,1,384522.150358739,384522.150358739,0,1,26,NA,NA,2613.88,7.86859098647396,12.8597592751108,1,"Uganda__2018"
"Uganda",2019,"Social",7,4,2119947.59522227,2119947.59522227,0,1,NA,42.11563,0.42702642,2689.4102,7.89707719205009,14.5669023988176,0,"Uganda__2019"
"Uganda",2019,"Strategic",2,1,236921782.306673,236921782.306673,0.5,1,NA,42.11563,0.42702642,2689.4102,7.89707719205009,19.2832406163862,1,"Uganda__2019"
"Uganda",2020,"Social",10,4,374401.128040482,374401.128040482,0,1,NA,NA,NA,2678.009,7.89282888696242,12.8330857074382,0,"Uganda__2020"
"Uganda",2020,"Strategic",3,3,509699954.062169,509699954.062169,1,0,NA,NA,NA,2678.009,7.89282888696242,20.049332787145,1,"Uganda__2020"
"Uganda",2021,"Social",8,4,28844586.5019939,28844586.5019939,0,1,NA,NA,NA,2684.9204,7.89540636032101,17.177432925068,0,"Uganda__2021"
"Uganda",2021,"Strategic",1,1,5000000,5000000,0,1,NA,NA,NA,2684.9204,7.89540636032101,15.4249486703984,1,"Uganda__2021"
"Ukraine",2013,"Social",3,1,3669195.12844321,3669195.12844321,0,0.666666666666667,25,0.004414646,0.24554986,17889.092,9.79194642060319,15.115483157467,0,"Ukraine__2013"
"Ukraine",2014,"Social",3,2,16440653.5397082,16440653.5397082,0,1,26,0.012276275,0.24025366,16978.812,9.73972149275339,16.6152677606506,0,"Ukraine__2014"
"Ukraine",2016,"Social",2,1,4442410.04278526,4442410.04278526,0,1,29,0.0983475,0.25002202,15856.8125,9.67135449768881,15.3067078146766,0,"Ukraine__2016"
"Ukraine",2018,"Strategic",3,2,324889054.970909,324889054.970909,1,0,32,0.009935224,0.26071486,16978.984,9.73973162297503,19.5989943157719,1,"Ukraine__2018"
"Ukraine",2019,"Social",9,2,169472253.343403,169472253.343403,0,0.777777777777778,NA,0,0.26619467,17636.555,9.77772901570369,18.9481997801966,0,"Ukraine__2019"
"Ukraine",2019,"Strategic",1,1,101423601.045074,101423601.045074,1,0,NA,0,0.26619467,17636.555,9.77772901570369,18.4348163838223,1,"Ukraine__2019"
"Ukraine",2020,"Social",19,12,2696664.4018046,2696664.4018046,0,1,NA,0.028825609,0.25627363,17092.54,9.7463973899929,14.80752653132,0,"Ukraine__2020"
"Uruguay",2013,"Social",1,1,564018.276094917,564018.276094917,0,1,73,0.17424801,0.40450785,28210.84,10.2474615802277,13.2428437073694,0,"Uruguay__2013"
"Uruguay",2014,"Social",2,1,1107095.23140848,1107095.23140848,0,1,73,0.15346177,0.40110928,29029.104,10.2760541919195,13.9172511378209,0,"Uruguay__2014"
"Uruguay",2014,"Strategic",1,1,48933609.2282551,48933609.2282551,1,1,73,0.15346177,0.40110928,29029.104,10.2760541919195,17.7059750440761,1,"Uruguay__2014"
"Uruguay",2015,"Social",2,2,34246239.0057017,34246239.0057017,0.5,1,74,0.14976595,0.40128586,29035.658,10.2762799398535,17.3490873357907,0,"Uruguay__2015"
"Uruguay",2015,"Strategic",2,2,62745304.8195896,62745304.8195896,1,1,74,0.14976595,0.40128586,29035.658,10.2762799398535,17.954594325522,1,"Uruguay__2015"
"Uruguay",2016,"Social",6,3,15620935.8258419,15620935.8258419,0,0.833333333333333,71,0.09227166,0.3969534,29427.865,10.2896972935739,16.5641226766235,0,"Uruguay__2016"
"Uruguay",2016,"Strategic",1,1,22789527.0113184,22789527.0113184,1,1,71,0.09227166,0.3969534,29427.865,10.2896972935739,16.941811690666,1,"Uruguay__2016"
"Uruguay",2017,"Social",1,1,8867489.33331731,8867489.33331731,0,1,70,0.06634591,0.39464375,29859.129,10.3042459012103,15.9979023755044,0,"Uruguay__2017"
"Uruguay",2017,"Strategic",2,2,60131927.3629205,60131927.3629205,1,1,70,0.06634591,0.39464375,29859.129,10.3042459012103,17.9120515123988,1,"Uruguay__2017"
"Uruguay",2018,"Social",6,2,8665395.34538335,8665395.34538335,0,0.5,70,0.055849954,0.39687112,29854.62,10.3040948807139,15.9748482210417,0,"Uruguay__2018"
"Uruguay",2019,"Social",7,1,179770.337961942,179770.337961942,0,0.142857142857143,NA,0.102072,0.3967629,30108.074,10.3125486539699,12.0994409776447,0,"Uruguay__2019"
"Uruguay",2020,"Social",20,18,209303.452478437,209303.452478437,0,1,NA,0.20679526,0.40155584,27871.6,10.2353635282289,12.2515451813967,0,"Uruguay__2020"
"Uruguay",2021,"Strategic",1,1,20000000,20000000,1,1,NA,0.112155,0.40776816,29441.477,10.2901597414213,16.8112428815183,1,"Uruguay__2021"
"Uzbekistan",2013,"Strategic",4,4,2395724029.54077,2395724029.54077,1,0.5,17,NA,NA,6797.775,8.82435063173832,21.5969513313259,1,"Uzbekistan__2013"
"Uzbekistan",2014,"Social",15,14,142319970.445163,142319970.445163,0.133333333333333,0.933333333333333,18,NA,NA,7145.11,8.87418348562685,18.7735884006836,0,"Uzbekistan__2014"
"Uzbekistan",2014,"Strategic",3,3,272800110.938027,272800110.938027,1,0.333333333333333,18,NA,NA,7145.11,8.87418348562685,19.4242498942635,1,"Uzbekistan__2014"
"Uzbekistan",2015,"Social",6,5,29527070.2356222,29527070.2356222,0.666666666666667,0.833333333333333,19,NA,NA,7529.7637,8.92661893915944,17.2008180695134,0,"Uzbekistan__2015"
"Uzbekistan",2016,"Social",4,2,22081044.3063033,22081044.3063033,0,0.75,21,NA,NA,7839.978,8.96699130721807,16.9102301200236,0,"Uzbekistan__2016"
"Uzbekistan",2017,"Strategic",10,10,582034479.729723,582034479.729723,1,0.5,22,NA,NA,8047.0537,8.99306130341826,20.1820402491809,1,"Uzbekistan__2017"
"Uzbekistan",2018,"Social",3,1,7084023.36121139,7084023.36121139,0,1,23,NA,NA,8348.961,9.02989237896498,15.7733527167851,0,"Uzbekistan__2018"
"Uzbekistan",2018,"Strategic",1,1,93509108.3679904,93509108.3679904,1,1,23,NA,NA,8348.961,9.02989237896498,18.3535694159089,1,"Uzbekistan__2018"
"Uzbekistan",2019,"Strategic",6,6,2412070990.80368,2412070990.80368,1,0.166666666666667,NA,NA,NA,8755.126,9.07739463639252,21.6037515481326,1,"Uzbekistan__2019"
"Uzbekistan",2020,"Social",11,4,5616557.09896271,5616557.09896271,0.0909090909090909,1,NA,NA,NA,8727.411,9.07422404127609,15.5412295963462,0,"Uzbekistan__2020"
"Uzbekistan",2021,"Strategic",3,3,530575000,530575000,1,1,NA,NA,NA,9247.644,9.13212409536153,20.0894718839707,1,"Uzbekistan__2021"
"Vanuatu",2013,"Social",4,2,16571984.9882208,16571984.9882208,0,0.75,NA,NA,NA,3292.2341,8.09932167105478,16.6232242366698,0,"Vanuatu__2013"
"Vanuatu",2014,"Social",5,3,28960488.2079042,28960488.2079042,0,1,NA,NA,NA,3320.3792,8.10783427225575,17.1814430178772,0,"Vanuatu__2014"
"Vanuatu",2014,"Strategic",2,2,160255944.175583,160255944.175583,1,1,NA,NA,NA,3320.3792,8.10783427225575,18.8922827524565,1,"Vanuatu__2014"
"Vanuatu",2015,"Social",8,1,11045.9196741399,11045.9196741399,0,0.875,NA,NA,NA,3259.1482,8.08922115187545,9.30990690556313,0,"Vanuatu__2015"
"Vanuatu",2016,"Social",6,2,2676956.42609486,2676956.42609486,0,0.833333333333333,NA,NA,NA,3336.8975,8.11279676206746,14.800191418788,0,"Vanuatu__2016"
"Vanuatu",2017,"Social",12,4,33047798.4550361,33047798.4550361,0,0.833333333333333,43,NA,NA,3465.9197,8.15073330209026,17.3134655397468,0,"Vanuatu__2017"
"Vanuatu",2017,"Strategic",1,1,1364229.12820266,1364229.12820266,0,1,43,NA,NA,3465.9197,8.15073330209026,14.1261008188458,1,"Vanuatu__2017"
"Vanuatu",2018,"Social",2,1,50444.5267929264,50444.5267929264,0,1,46,NA,NA,3482.0227,8.1553686395487,10.8286493557045,0,"Vanuatu__2018"
"Vanuatu",2018,"Strategic",1,1,57674008.9507915,57674008.9507915,1,1,46,NA,NA,3482.0227,8.1553686395487,17.870317195874,1,"Vanuatu__2018"
"Vanuatu",2020,"Social",10,6,1071719.26768274,1071719.26768274,0,0.9,NA,NA,NA,3259.9954,8.08948106331681,13.8847756422352,0,"Vanuatu__2020"
"Vanuatu",2021,"Social",8,6,4397228.69446064,4397228.69446064,0,1,NA,NA,NA,3135.8367,8.05065130741039,15.2964852857025,0,"Vanuatu__2021"
"Vanuatu",2021,"Strategic",2,2,63147776.9679299,63147776.9679299,0.5,1,NA,NA,NA,3135.8367,8.05065130741039,17.9609882195689,1,"Vanuatu__2021"
"Venezuela",2013,"Strategic",4,3,10610311809.8976,10610311809.8976,1,0.25,20,NA,NA,NA,NA,23.085092177538,1,"Venezuela__2013"
"Venezuela",2014,"Social",3,1,1796792.73658014,1796792.73658014,0.666666666666667,0.666666666666667,19,NA,NA,NA,NA,14.4015143770854,0,"Venezuela__2014"
"Venezuela",2014,"Strategic",12,2,2425645652.016,2425645652.016,1,0.5,19,NA,NA,NA,NA,21.6093635745644,1,"Venezuela__2014"
"Venezuela",2015,"Social",13,1,46013298.352737,46013298.352737,0,0.0769230769230769,17,NA,NA,NA,NA,17.6444410290311,0,"Venezuela__2015"
"Venezuela",2015,"Strategic",1,1,5611377847.89476,5611377847.89476,1,0,17,NA,NA,NA,NA,22.4480621321884,1,"Venezuela__2015"
"Venezuela",2018,"Strategic",1,1,272462436.969669,272462436.969669,1,1,18,NA,NA,NA,NA,19.4230113202533,1,"Venezuela__2018"
"Venezuela",2020,"Social",10,5,28089777.0773508,28089777.0773508,0,1,NA,NA,NA,NA,NA,17.1509162986345,0,"Venezuela__2020"
"Venezuela",2021,"Social",7,4,16054029.14,16054029.14,0,1,NA,NA,NA,NA,NA,16.5914704750856,0,"Venezuela__2021"
"Vietnam",2013,"Strategic",7,7,276076689.328246,276076689.328246,1,0.285714285714286,31,NA,NA,8324.198,9.02692197387167,19.4361892485926,1,"Vietnam__2013"
"Vietnam",2014,"Strategic",3,3,2550747413.16515,2550747413.16515,1,0,31,1.9120458,0.34755376,8751.883,9.07702415619946,21.6596522567645,1,"Vietnam__2014"
"Vietnam",2015,"Social",1,1,20479.3153534814,20479.3153534814,0,1,31,NA,NA,9248.024,9.1321651860645,9.9272194771541,0,"Vietnam__2015"
"Vietnam",2015,"Strategic",4,4,1635144282.12084,1635144282.12084,1,0.25,31,NA,NA,9248.024,9.1321651860645,21.2149968839592,1,"Vietnam__2015"
"Vietnam",2016,"Social",1,1,23011684.0216276,23011684.0216276,0,0,33,1.2634453,0.3526674,9743.188,9.18432365314393,16.9515126893011,0,"Vietnam__2016"
"Vietnam",2016,"Strategic",9,8,5163268482.86774,5163268482.86774,1,0,33,1.2634453,0.3526674,9743.188,9.18432365314393,22.3648356430158,1,"Vietnam__2016"
"Vietnam",2017,"Social",3,1,170528.641025333,170528.641025333,0,0.666666666666667,35,NA,NA,10290.549,9.23898118017457,12.0466644082519,0,"Vietnam__2017"
"Vietnam",2017,"Strategic",3,3,691170701.008101,691170701.008101,0.666666666666667,0.666666666666667,35,NA,NA,10290.549,9.23898118017457,20.3538973874147,1,"Vietnam__2017"
"Vietnam",2018,"Strategic",3,2,79559031.5951434,79559031.5951434,1,0,33,1.2314411,0.35715547,10936.894,9.29989712341663,18.1920098524385,1,"Vietnam__2018"
"Vietnam",2019,"Social",2,1,6769.24101348301,6769.24101348301,0,1,NA,NA,NA,11628.614,9.36122406386228,8.8202919654917,0,"Vietnam__2019"
"Vietnam",2019,"Strategic",11,11,2223159846.13309,2223159846.13309,1,0.0909090909090909,NA,NA,NA,11628.614,9.36122406386228,21.5221953753861,1,"Vietnam__2019"
"Vietnam",2020,"Social",7,2,212282.174264497,212282.174264497,0,0.714285714285714,NA,0.6537779,0.36790165,11851.396,9.38020094553188,12.2656763900263,0,"Vietnam__2020"
"Vietnam",2020,"Strategic",3,3,315571601.627299,315571601.627299,1,0.333333333333333,NA,0.6537779,0.36790165,11851.396,9.38020094553188,19.5698961638867,1,"Vietnam__2020"
"Vietnam",2021,"Social",8,8,35901120.1049222,35901120.1049222,0,1,NA,NA,NA,12048.902,9.39672881443514,17.3962790815203,0,"Vietnam__2021"
"Vietnam",2021,"Strategic",1,1,40500000,40500000,1,1,NA,NA,NA,12048.902,9.39672881443514,17.5168125567681,1,"Vietnam__2021"
"West Bank and Gaza Strip",2016,"Strategic",2,1,8884820.08557052,8884820.08557052,0,1,NA,NA,NA,NA,NA,15.999854882685,1,"West Bank and Gaza Strip__2016"
"West Bank and Gaza Strip",2017,"Strategic",2,1,9587453.4664145,9587453.4664145,0,1,NA,NA,NA,NA,NA,16.0759659753806,1,"West Bank and Gaza Strip__2017"
"West Bank and Gaza Strip",2019,"Social",2,1,561782.306131069,561782.306131069,0,1,NA,NA,NA,NA,NA,13.2388714782429,0,"West Bank and Gaza Strip__2019"
"West Bank and Gaza Strip",2021,"Social",2,2,2766894.8,2766894.8,0,1,NA,NA,NA,NA,NA,14.8332365999465,0,"West Bank and Gaza Strip__2021"
"Yemen",2013,"Social",4,1,5640182.76094917,5640182.76094917,0,1,18,NA,NA,NA,NA,15.545427204672,0,"Yemen__2013"
"Yemen",2014,"Social",5,1,35935.8547316028,35935.8547316028,0,0.8,19,19.802757,0.36707094,NA,NA,10.489518642084,0,"Yemen__2014"
"Yemen",2017,"Social",1,1,2304676.31404194,2304676.31404194,0,1,16,NA,NA,NA,NA,14.6504512307048,0,"Yemen__2017"
"Yemen",2020,"Social",4,4,11114851.1947196,11114851.1947196,0,1,NA,NA,NA,NA,NA,16.223792807471,0,"Yemen__2020"
"Zambia",2013,"Social",5,4,23155928.7048675,23155928.7048675,0,0.6,38,NA,NA,3535.2246,8.17053211238023,16.9577614484564,0,"Zambia__2013"
"Zambia",2013,"Strategic",4,4,787084625.685754,787084625.685754,1,0.5,38,NA,NA,3535.2246,8.17053211238023,20.4838463313322,1,"Zambia__2013"
"Zambia",2014,"Social",9,4,25135924.8812935,25135924.8812935,0,0.777777777777778,38,NA,NA,3585.5774,8.18467480003706,17.0398086907659,0,"Zambia__2014"
"Zambia",2014,"Strategic",6,5,671622789.556223,671622789.556223,0.833333333333333,0.5,38,NA,NA,3585.5774,8.18467480003706,20.3252074173093,1,"Zambia__2014"
"Zambia",2015,"Social",7,4,528186930.081741,528186930.081741,0.428571428571429,0.857142857142857,38,60.793095,0.5583758,3576.9255,8.18225891153304,20.0849608151542,0,"Zambia__2015"
"Zambia",2015,"Strategic",5,5,273274101.192474,273274101.192474,1,0.2,38,60.793095,0.5583758,3576.9255,8.18225891153304,19.425985886776,1,"Zambia__2015"
"Zambia",2016,"Social",13,8,1167836672.68761,1167836672.68761,0.384615384615385,0.923076923076923,38,NA,NA,3598.1716,8.18818110653606,20.8784188774032,0,"Zambia__2016"
"Zambia",2016,"Strategic",10,10,1452132487.02061,1452132487.02061,1,0.4,38,NA,NA,3598.1716,8.18818110653606,21.0962989943797,1,"Zambia__2016"
"Zambia",2017,"Social",12,4,3249393.35314362,3249393.35314362,0,0.916666666666667,37,NA,NA,3612.5059,8.19215696563735,14.9939791840612,0,"Zambia__2017"
"Zambia",2017,"Strategic",9,9,2234061050.00508,2234061050.00508,1,0.333333333333333,37,NA,NA,3612.5059,8.19215696563735,21.5270868653333,1,"Zambia__2017"
"Zambia",2018,"Social",10,7,503259918.077935,503259918.077935,0.3,0.7,35,NA,NA,3646.9597,8.2016491405694,20.0366173323305,0,"Zambia__2018"
"Zambia",2018,"Strategic",14,12,2358945271.12016,2358945271.12016,0.857142857142857,0.428571428571429,35,NA,NA,3646.9597,8.2016491405694,21.5814804374929,1,"Zambia__2018"
"Zambia",2019,"Social",6,4,123844534.614774,123844534.614774,0.333333333333333,0.666666666666667,NA,NA,NA,3591.5642,8.18634309689456,18.6345375919313,0,"Zambia__2019"
"Zambia",2020,"Social",3,3,610426.249883873,610426.249883873,0,1,NA,NA,NA,3391.5955,8.12905573862156,13.3219144006228,0,"Zambia__2020"
"Zambia",2021,"Social",7,4,19816700,19816700,0,1,NA,NA,NA,3503.035,8.16138501458349,16.8020356249798,0,"Zambia__2021"
"Zimbabwe",2013,"Social",6,2,78962.5586532884,78962.5586532884,0,0.666666666666667,21,NA,NA,3357.1282,8.11884118510996,11.2767417421557,0,"Zimbabwe__2013"
"Zimbabwe",2013,"Strategic",3,3,377005723.847747,377005723.847747,0.666666666666667,0.666666666666667,21,NA,NA,3357.1282,8.11884118510996,19.7477709305695,1,"Zimbabwe__2013"
"Zimbabwe",2014,"Social",4,1,33212.8569422546,33212.8569422546,0,1,21,NA,NA,3360.5522,8.11986058469215,10.4107224456055,0,"Zimbabwe__2014"
"Zimbabwe",2014,"Strategic",2,1,110709523.140848,110709523.140848,0.5,0.5,21,NA,NA,3360.5522,8.11986058469215,18.5224204295774,1,"Zimbabwe__2014"
"Zimbabwe",2015,"Social",6,3,30760674.3211501,30760674.3211501,0,0.833333333333333,21,NA,NA,3382.923,8.12649540765854,17.2417476568845,0,"Zimbabwe__2015"
"Zimbabwe",2015,"Strategic",1,1,1119694335.76892,1119694335.76892,1,0,21,NA,NA,3382.923,8.12649540765854,20.8363215714065,1,"Zimbabwe__2015"
"Zimbabwe",2016,"Social",2,1,59040.2254179233,59040.2254179233,0,1,22,NA,NA,3366.3442,8.12158262739562,10.9859912147826,0,"Zimbabwe__2016"
"Zimbabwe",2016,"Strategic",1,1,5904022.54179233,5904022.54179233,0,1,22,NA,NA,3366.3442,8.12158262739562,15.5911446326854,1,"Zimbabwe__2016"
"Zimbabwe",2017,"Social",3,1,115253487.323381,115253487.323381,0,1,22,34.206043,0.44337082,3453.5098,8.14714632622588,18.562644506831,0,"Zimbabwe__2017"
"Zimbabwe",2017,"Strategic",1,1,34570144.7106292,34570144.7106292,1,1,22,34.206043,0.44337082,3453.5098,8.14714632622588,17.3585010268334,1,"Zimbabwe__2017"
